#Stat  Phase QA  err     wgt    traveltime   Picktime                  dist     azi    evID          elon     elat      slon      slat
BIT6   P      2  0.10000 0.25000    1.670 2019-02-22T08:39:17.950000Z    6.88  39.3 KP201902220839        -21.3562  64.0011  -21.2669  64.0488
TH07   P      0  0.02500 1.00000    1.790 2019-02-22T08:39:18.070000Z    7.21 348.3 KP201902220839        -21.3562  64.0011  -21.3861  64.0644
INNS   P      0  0.02500 1.00000    1.870 2019-02-22T08:39:18.150000Z    7.70  11.0 KP201902220839        -21.3562  64.0011  -21.3260  64.0689
BL22   P      1  0.05000 0.50000    1.920 2019-02-22T08:39:18.200000Z    7.32 307.1 KP201902220839        -21.3562  64.0011  -21.4756  64.0407
SVIN   P      0  0.02500 1.00000    1.900 2019-02-22T08:39:18.180000Z    7.67 323.3 KP201902220839        -21.3562  64.0011  -21.4500  64.0562
BJA_   P      1  0.05000 0.50000    1.840 2019-02-22T08:39:18.120000Z    6.69 156.9 KP201902220839        -21.3562  64.0011  -21.3026  63.9459
OL26   P      2  0.10000 0.25000    1.880 2019-02-22T08:39:18.160000Z    8.48  35.6 KP201902220839        -21.3562  64.0011  -21.2551  64.0629
KRIS   P      0  0.02500 1.00000    2.000 2019-02-22T08:39:18.280000Z    7.55 289.9 KP201902220839        -21.3562  64.0011  -21.5015  64.0241
KA01   P      2  0.10000 0.25000    1.690 2019-02-22T08:39:17.970000Z    7.06 203.5 KP201902220839        -21.3562  64.0011  -21.4136  63.9430
EDA_   P      1  0.05000 0.50000    2.110 2019-02-22T08:39:18.390000Z    9.23 350.0 KP201902220839        -21.3562  64.0011  -21.3891  64.0826
GA02   P      1  0.05000 0.50000    2.340 2019-02-22T08:39:18.620000Z   10.47 356.4 KP201902220839        -21.3562  64.0011  -21.3695  64.0948
VA41   P      1  0.05000 0.50000    2.300 2019-02-22T08:39:18.580000Z   10.29 327.8 KP201902220839        -21.3562  64.0011  -21.4685  64.0792
SKEG   P      2  0.10000 0.25000    2.620 2019-02-22T08:39:18.900000Z   12.23  13.2 KP201902220839        -21.3562  64.0011  -21.2988  64.1079
SAN_   P      0  0.02500 1.00000    2.700 2019-02-22T08:39:18.980000Z   12.12 300.4 KP201902220839        -21.3562  64.0011  -21.5701  64.0560
GRAF   P      2  0.10000 0.25000    3.040 2019-02-22T08:39:19.320000Z   14.94  17.9 KP201902220839        -21.3562  64.0011  -21.2617  64.1286
LH40   P      2  0.10000 0.25000    3.090 2019-02-22T08:39:19.370000Z   15.25  80.2 KP201902220839        -21.3562  64.0011  -21.0489  64.0241
SOL_   P      0  0.02500 1.00000    4.200 2019-02-22T08:39:20.480000Z   21.75 111.5 KP201902220839        -21.3562  64.0011  -20.9436  63.9290
GELA   P      0  0.02500 1.00000    5.000 2019-02-22T08:39:21.280000Z   27.56 311.0 KP201902220839        -21.3562  64.0011  -21.7835  64.1628
NIDU   P      1  0.05000 0.50000    5.080 2019-02-22T08:39:21.360000Z   28.17 314.3 KP201902220839        -21.3562  64.0011  -21.7710  64.1769
SKOL   P      1  0.05000 0.50000    5.280 2019-02-22T08:39:21.560000Z   29.33 307.1 KP201902220839        -21.3562  64.0011  -21.8369  64.1591
HVH_   S      3  0.20000 0.12500    1.260 2019-02-22T08:39:17.540000Z    1.40  46.7 KP201902220839        -21.3562  64.0011  -21.3354  64.0097
LA24   S      2  0.10000 0.25000    1.250 2019-02-22T08:39:17.530000Z    1.66 300.4 KP201902220839        -21.3562  64.0011  -21.3854  64.0086
OH23   S      3  0.20000 0.12500    1.940 2019-02-22T08:39:18.220000Z    2.80   7.9 KP201902220839        -21.3562  64.0011  -21.3483  64.0260
RE09   S      2  0.10000 0.25000    1.730 2019-02-22T08:39:18.010000Z    2.79 340.7 KP201902220839        -21.3562  64.0011  -21.3750  64.0247
UR20   S      2  0.10000 0.25000    1.840 2019-02-22T08:39:18.120000Z    3.00  55.5 KP201902220839        -21.3562  64.0011  -21.3057  64.0163
JA25   S      3  0.20000 0.12500    2.270 2019-02-22T08:39:18.550000Z    4.43   8.2 KP201902220839        -21.3562  64.0011  -21.3433  64.0404
TH21   S      2  0.10000 0.25000    2.380 2019-02-22T08:39:18.660000Z    4.33 349.9 KP201902220839        -21.3562  64.0011  -21.3718  64.0393
LSKA   S      3  0.20000 0.12500    2.260 2019-02-22T08:39:18.540000Z    4.59  37.1 KP201902220839        -21.3562  64.0011  -21.2996  64.0339
ME05   S      2  0.10000 0.25000    1.880 2019-02-22T08:39:18.160000Z    3.64 241.7 KP201902220839        -21.3562  64.0011  -21.4216  63.9856
SK10   S      2  0.10000 0.25000    2.620 2019-02-22T08:39:18.900000Z    5.55  21.7 KP201902220839        -21.3562  64.0011  -21.3142  64.0474
NU27   S      2  0.10000 0.25000    2.630 2019-02-22T08:39:18.910000Z    5.15  89.1 KP201902220839        -21.3562  64.0011  -21.2510  64.0018
TH04   S      1  0.05000 0.50000    2.720 2019-02-22T08:39:19.000000Z    5.54 106.4 KP201902220839        -21.3562  64.0011  -21.2477  63.9870
TH07   S      2  0.10000 0.25000    3.010 2019-02-22T08:39:19.290000Z    7.21 348.3 KP201902220839        -21.3562  64.0011  -21.3861  64.0644
INNS   S      3  0.20000 0.12500    3.210 2019-02-22T08:39:19.490000Z    7.70  11.0 KP201902220839        -21.3562  64.0011  -21.3260  64.0689
SVIN   S      2  0.10000 0.25000    3.270 2019-02-22T08:39:19.550000Z    7.67 323.3 KP201902220839        -21.3562  64.0011  -21.4500  64.0562
KRIS   S      3  0.20000 0.12500    3.380 2019-02-22T08:39:19.660000Z    7.55 289.9 KP201902220839        -21.3562  64.0011  -21.5015  64.0241
KA01   S      2  0.10000 0.25000    3.100 2019-02-22T08:39:19.380000Z    7.06 203.5 KP201902220839        -21.3562  64.0011  -21.4136  63.9430
EDA_   S      2  0.10000 0.25000    3.510 2019-02-22T08:39:19.790000Z    9.23 350.0 KP201902220839        -21.3562  64.0011  -21.3891  64.0826
GA02   S      2  0.10000 0.25000    3.900 2019-02-22T08:39:20.180000Z   10.47 356.4 KP201902220839        -21.3562  64.0011  -21.3695  64.0948
VA41   S      3  0.20000 0.12500    3.960 2019-02-22T08:39:20.240000Z   10.29 327.8 KP201902220839        -21.3562  64.0011  -21.4685  64.0792
SAN_   S      1  0.05000 0.50000    4.720 2019-02-22T08:39:21.000000Z   12.12 300.4 KP201902220839        -21.3562  64.0011  -21.5701  64.0560
GRAF   S      3  0.20000 0.12500    5.370 2019-02-22T08:39:21.650000Z   14.94  17.9 KP201902220839        -21.3562  64.0011  -21.2617  64.1286
LH40   S      2  0.10000 0.25000    5.410 2019-02-22T08:39:21.690000Z   15.25  80.2 KP201902220839        -21.3562  64.0011  -21.0489  64.0241
SOL_   S      0  0.02500 1.00000    7.370 2019-02-22T08:39:23.650000Z   21.75 111.5 KP201902220839        -21.3562  64.0011  -20.9436  63.9290
KAS_   S      1  0.05000 0.50000    8.510 2019-02-22T08:39:24.790000Z   24.37 275.9 KP201902220839        -21.3562  64.0011  -21.8520  64.0229
GELA   S      3  0.20000 0.12500    8.610 2019-02-22T08:39:24.890000Z   27.56 311.0 KP201902220839        -21.3562  64.0011  -21.7835  64.1628
NIDU   S      2  0.10000 0.25000    8.860 2019-02-22T08:39:25.140000Z   28.17 314.3 KP201902220839        -21.3562  64.0011  -21.7710  64.1769
GELV   S      2  0.10000 0.25000    8.990 2019-02-22T08:39:25.270000Z   29.01 311.7 KP201902220839        -21.3562  64.0011  -21.8018  64.1734
SKOL   S      3  0.20000 0.12500    9.330 2019-02-22T08:39:25.610000Z   29.33 307.1 KP201902220839        -21.3562  64.0011  -21.8369  64.1591
VIDE   S      2  0.10000 0.25000    9.670 2019-02-22T08:39:25.950000Z   31.50 307.5 KP201902220839        -21.3562  64.0011  -21.8702  64.1722
BRIM   S      2  0.10000 0.25000    9.790 2019-02-22T08:39:26.070000Z   32.50 315.8 KP201902220839        -21.3562  64.0011  -21.8224  64.2095
HVH_   P      0  0.02500 1.00000    0.670 2019-02-27T13:34:06.120000Z    0.56  47.3 KP201902271334        -21.3438  64.0063  -21.3354  64.0097
LA24   P      0  0.02500 1.00000    0.860 2019-02-27T13:34:06.310000Z    2.05 277.2 KP201902271334        -21.3438  64.0063  -21.3854  64.0086
OH23   P      0  0.02500 1.00000    0.960 2019-02-27T13:34:06.410000Z    2.21 354.3 KP201902271334        -21.3438  64.0063  -21.3483  64.0260
RE09   P      0  0.02500 1.00000    1.010 2019-02-27T13:34:06.460000Z    2.56 323.4 KP201902271334        -21.3438  64.0063  -21.3750  64.0247
UR20   P      0  0.02500 1.00000    0.870 2019-02-27T13:34:06.320000Z    2.17  59.1 KP201902271334        -21.3438  64.0063  -21.3057  64.0163
GR43   P      0  0.02500 1.00000    1.100 2019-02-27T13:34:06.550000Z    3.73 282.8 KP201902271334        -21.3438  64.0063  -21.4182  64.0137
TH21   P      0  0.02500 1.00000    1.270 2019-02-27T13:34:06.720000Z    3.93 339.6 KP201902271334        -21.3438  64.0063  -21.3718  64.0393
JA25   P      0  0.02500 1.00000    1.210 2019-02-27T13:34:06.660000Z    3.80   0.4 KP201902271334        -21.3438  64.0063  -21.3433  64.0404
LSKA   P      0  0.02500 1.00000    1.090 2019-02-27T13:34:06.540000Z    3.76  35.1 KP201902271334        -21.3438  64.0063  -21.2996  64.0339
ME05   P      0  0.02500 1.00000    1.250 2019-02-27T13:34:06.700000Z    4.45 238.8 KP201902271334        -21.3438  64.0063  -21.4216  63.9856
SK10   P      0  0.02500 1.00000    1.330 2019-02-27T13:34:06.780000Z    4.80  17.5 KP201902271334        -21.3438  64.0063  -21.3142  64.0474
NU27   P      0  0.02500 1.00000    1.390 2019-02-27T13:34:06.840000Z    4.57  96.3 KP201902271334        -21.3438  64.0063  -21.2510  64.0018
HUML   P      0  0.02500 1.00000    1.470 2019-02-27T13:34:06.920000Z    5.65 332.6 KP201902271334        -21.3438  64.0063  -21.3971  64.0513
TH04   P      0  0.02500 1.00000    1.490 2019-02-27T13:34:06.940000Z    5.17 114.5 KP201902271334        -21.3438  64.0063  -21.2477  63.9870
BIT6   P      1  0.05000 0.50000    1.490 2019-02-27T13:34:06.940000Z    6.05  38.4 KP201902271334        -21.3438  64.0063  -21.2669  64.0488
TH07   P      0  0.02500 1.00000    1.710 2019-02-27T13:34:07.160000Z    6.80 342.3 KP201902271334        -21.3438  64.0063  -21.3861  64.0644
INNS   P      0  0.02500 1.00000    1.720 2019-02-27T13:34:07.170000Z    7.03   7.1 KP201902271334        -21.3438  64.0063  -21.3260  64.0689
BL22   P      0  0.02500 1.00000    1.930 2019-02-27T13:34:07.380000Z    7.50 300.8 KP201902271334        -21.3438  64.0063  -21.4756  64.0407
SVIN   P      0  0.02500 1.00000    1.860 2019-02-27T13:34:07.310000Z    7.61 317.0 KP201902271334        -21.3438  64.0063  -21.4500  64.0562
BJA_   P      1  0.05000 0.50000    1.870 2019-02-27T13:34:07.320000Z    7.03 163.3 KP201902271334        -21.3438  64.0063  -21.3026  63.9459
KRIS   P      0  0.02500 1.00000    2.060 2019-02-27T13:34:07.510000Z    7.96 284.5 KP201902271334        -21.3438  64.0063  -21.5015  64.0241
OL26   P      1  0.05000 0.50000    1.730 2019-02-27T13:34:07.180000Z    7.66  34.5 KP201902271334        -21.3438  64.0063  -21.2551  64.0629
KA01   P      1  0.05000 0.50000    1.890 2019-02-27T13:34:07.340000Z    7.84 205.9 KP201902271334        -21.3438  64.0063  -21.4136  63.9430
EDA_   P      1  0.05000 0.50000    2.010 2019-02-27T13:34:07.460000Z    8.79 345.4 KP201902271334        -21.3438  64.0063  -21.3891  64.0826
VA41   P      0  0.02500 1.00000    2.230 2019-02-27T13:34:07.680000Z   10.16 323.2 KP201902271334        -21.3438  64.0063  -21.4685  64.0792
GA02   P      0  0.02500 1.00000    2.190 2019-02-27T13:34:07.640000Z    9.95 352.8 KP201902271334        -21.3438  64.0063  -21.3695  64.0948
LA24   S      1  0.05000 0.50000    1.430 2019-02-27T13:34:06.880000Z    2.05 277.2 KP201902271334        -21.3438  64.0063  -21.3854  64.0086
RE09   S      1  0.05000 0.50000    1.680 2019-02-27T13:34:07.130000Z    2.56 323.4 KP201902271334        -21.3438  64.0063  -21.3750  64.0247
GR43   S      2  0.10000 0.25000    1.820 2019-02-27T13:34:07.270000Z    3.73 282.8 KP201902271334        -21.3438  64.0063  -21.4182  64.0137
TH21   S      2  0.10000 0.25000    2.170 2019-02-27T13:34:07.620000Z    3.93 339.6 KP201902271334        -21.3438  64.0063  -21.3718  64.0393
JA25   S      1  0.05000 0.50000    2.070 2019-02-27T13:34:07.520000Z    3.80   0.4 KP201902271334        -21.3438  64.0063  -21.3433  64.0404
ME05   S      1  0.05000 0.50000    2.150 2019-02-27T13:34:07.600000Z    4.45 238.8 KP201902271334        -21.3438  64.0063  -21.4216  63.9856
SK10   S      2  0.10000 0.25000    2.580 2019-02-27T13:34:08.030000Z    4.80  17.5 KP201902271334        -21.3438  64.0063  -21.3142  64.0474
NU27   S      1  0.05000 0.50000    2.510 2019-02-27T13:34:07.960000Z    4.57  96.3 KP201902271334        -21.3438  64.0063  -21.2510  64.0018
HUML   S      1  0.05000 0.50000    2.490 2019-02-27T13:34:07.940000Z    5.65 332.6 KP201902271334        -21.3438  64.0063  -21.3971  64.0513
TH04   S      2  0.10000 0.25000    2.730 2019-02-27T13:34:08.180000Z    5.17 114.5 KP201902271334        -21.3438  64.0063  -21.2477  63.9870
BIT6   S      2  0.10000 0.25000    3.000 2019-02-27T13:34:08.450000Z    6.05  38.4 KP201902271334        -21.3438  64.0063  -21.2669  64.0488
TH07   S      2  0.10000 0.25000    2.820 2019-02-27T13:34:08.270000Z    6.80 342.3 KP201902271334        -21.3438  64.0063  -21.3861  64.0644
INNS   S      1  0.05000 0.50000    2.920 2019-02-27T13:34:08.370000Z    7.03   7.1 KP201902271334        -21.3438  64.0063  -21.3260  64.0689
SVIN   S      1  0.05000 0.50000    3.220 2019-02-27T13:34:08.670000Z    7.61 317.0 KP201902271334        -21.3438  64.0063  -21.4500  64.0562
BJA_   S      2  0.10000 0.25000    3.110 2019-02-27T13:34:08.560000Z    7.03 163.3 KP201902271334        -21.3438  64.0063  -21.3026  63.9459
KRIS   S      2  0.10000 0.25000    3.610 2019-02-27T13:34:09.060000Z    7.96 284.5 KP201902271334        -21.3438  64.0063  -21.5015  64.0241
KA01   S      2  0.10000 0.25000    3.510 2019-02-27T13:34:08.960000Z    7.84 205.9 KP201902271334        -21.3438  64.0063  -21.4136  63.9430
EDA_   S      1  0.05000 0.50000    3.380 2019-02-27T13:34:08.830000Z    8.79 345.4 KP201902271334        -21.3438  64.0063  -21.3891  64.0826
VA41   S      2  0.10000 0.25000    3.850 2019-02-27T13:34:09.300000Z   10.16 323.2 KP201902271334        -21.3438  64.0063  -21.4685  64.0792
GA02   S      2  0.10000 0.25000    3.690 2019-02-27T13:34:09.140000Z    9.95 352.8 KP201902271334        -21.3438  64.0063  -21.3695  64.0948
SKOL   S      3  0.20000 0.12500    9.310 2019-02-27T13:34:14.760000Z   29.48 305.5 KP201902271334        -21.3438  64.0063  -21.8369  64.1591
VIDE   S      2  0.10000 0.25000    9.600 2019-02-27T13:34:15.050000Z   31.64 306.0 KP201902271334        -21.3438  64.0063  -21.8702  64.1722
BRIM   S      2  0.10000 0.25000    9.730 2019-02-27T13:34:15.180000Z   32.52 314.4 KP201902271334        -21.3438  64.0063  -21.8224  64.2095
HUML   P      1  0.05000 0.50000    0.810 2019-03-09T05:11:04.030000Z    1.68  26.6 KP201903090511        -21.4125  64.0378  -21.3971  64.0513
RE09   P      2  0.10000 0.25000    1.000 2019-03-09T05:11:04.220000Z    2.34 128.5 KP201903090511        -21.4125  64.0378  -21.3750  64.0247
GR43   P      1  0.05000 0.50000    0.990 2019-03-09T05:11:04.210000Z    2.70 185.9 KP201903090511        -21.4125  64.0378  -21.4182  64.0137
SVIN   P      1  0.05000 0.50000    1.010 2019-03-09T05:11:04.230000Z    2.75 318.2 KP201903090511        -21.4125  64.0378  -21.4500  64.0562
BL22   P      1  0.05000 0.50000    1.120 2019-03-09T05:11:04.340000Z    3.10 276.0 KP201903090511        -21.4125  64.0378  -21.4756  64.0407
OH23   P      2  0.10000 0.25000    1.140 2019-03-09T05:11:04.360000Z    3.40 112.7 KP201903090511        -21.4125  64.0378  -21.3483  64.0260
JA25   P      2  0.10000 0.25000    1.150 2019-03-09T05:11:04.370000Z    3.39  85.1 KP201903090511        -21.4125  64.0378  -21.3433  64.0404
LA24   P      2  0.10000 0.25000    1.080 2019-03-09T05:11:04.300000Z    3.51 157.8 KP201903090511        -21.4125  64.0378  -21.3854  64.0086
TH07   P      2  0.10000 0.25000    1.050 2019-03-09T05:11:04.270000Z    3.23  23.5 KP201903090511        -21.4125  64.0378  -21.3861  64.0644
LA08   P      2  0.10000 0.25000    1.430 2019-03-09T05:11:04.650000Z    5.10 223.5 KP201903090511        -21.4125  64.0378  -21.4842  64.0046
LSKA   P      1  0.05000 0.50000    1.470 2019-03-09T05:11:04.690000Z    5.53  94.5 KP201903090511        -21.4125  64.0378  -21.2996  64.0339
HUML   S      2  0.10000 0.25000    1.470 2019-03-09T05:11:04.690000Z    1.68  26.6 KP201903090511        -21.4125  64.0378  -21.3971  64.0513
TH21   S      1  0.05000 0.50000    1.700 2019-03-09T05:11:04.920000Z    2.00  85.2 KP201903090511        -21.4125  64.0378  -21.3718  64.0393
RE09   S      2  0.10000 0.25000    1.690 2019-03-09T05:11:04.910000Z    2.34 128.5 KP201903090511        -21.4125  64.0378  -21.3750  64.0247
GR43   S      2  0.10000 0.25000    1.650 2019-03-09T05:11:04.870000Z    2.70 185.9 KP201903090511        -21.4125  64.0378  -21.4182  64.0137
BL22   S      2  0.10000 0.25000    1.890 2019-03-09T05:11:05.110000Z    3.10 276.0 KP201903090511        -21.4125  64.0378  -21.4756  64.0407
OH23   S      2  0.10000 0.25000    1.990 2019-03-09T05:11:05.210000Z    3.40 112.7 KP201903090511        -21.4125  64.0378  -21.3483  64.0260
JA25   S      1  0.05000 0.50000    1.910 2019-03-09T05:11:05.130000Z    3.39  85.1 KP201903090511        -21.4125  64.0378  -21.3433  64.0404
LA24   S      2  0.10000 0.25000    1.900 2019-03-09T05:11:05.120000Z    3.51 157.8 KP201903090511        -21.4125  64.0378  -21.3854  64.0086
TH07   S      2  0.10000 0.25000    1.750 2019-03-09T05:11:04.970000Z    3.23  23.5 KP201903090511        -21.4125  64.0378  -21.3861  64.0644
LA08   S      2  0.10000 0.25000    2.490 2019-03-09T05:11:05.710000Z    5.10 223.5 KP201903090511        -21.4125  64.0378  -21.4842  64.0046
LSKA   S      1  0.05000 0.50000    2.480 2019-03-09T05:11:05.700000Z    5.53  94.5 KP201903090511        -21.4125  64.0378  -21.2996  64.0339
BIT6   P      0  0.02500 1.00000    0.880 2019-03-19T09:30:04.930000Z    0.43 216.8 KP201903190930        -21.2616  64.0519  -21.2669  64.0488
OL26   P      0  0.02500 1.00000    0.890 2019-03-19T09:30:04.940000Z    1.27  14.5 KP201903190930        -21.2616  64.0519  -21.2551  64.0629
LSKA   P      0  0.02500 1.00000    1.070 2019-03-19T09:30:05.120000Z    2.73 222.8 KP201903190930        -21.2616  64.0519  -21.2996  64.0339
INNS   P      0  0.02500 1.00000    1.220 2019-03-19T09:30:05.270000Z    3.67 301.1 KP201903190930        -21.2616  64.0519  -21.3260  64.0689
KOLD   P      0  0.02500 1.00000    1.260 2019-03-19T09:30:05.310000Z    4.29 354.5 KP201903190930        -21.2616  64.0519  -21.2700  64.0902
JA25   P      0  0.02500 1.00000    1.290 2019-03-19T09:30:05.340000Z    4.19 252.2 KP201903190930        -21.2616  64.0519  -21.3433  64.0404
UR20   P      0  0.02500 1.00000    1.340 2019-03-19T09:30:05.390000Z    4.52 208.5 KP201903190930        -21.2616  64.0519  -21.3057  64.0163
OH23   P      0  0.02500 1.00000    1.450 2019-03-19T09:30:05.500000Z    5.13 235.8 KP201903190930        -21.2616  64.0519  -21.3483  64.0260
SK10   P      1  0.05000 0.50000    1.060 2019-03-19T09:30:05.110000Z    2.62 259.0 KP201903190930        -21.2616  64.0519  -21.3142  64.0474
KA03   P      1  0.05000 0.50000    1.450 2019-03-19T09:30:05.500000Z    5.55  57.1 KP201903190930        -21.2616  64.0519  -21.1662  64.0789
NU27   P      0  0.02500 1.00000    1.500 2019-03-19T09:30:05.550000Z    5.61 174.7 KP201903190930        -21.2616  64.0519  -21.2510  64.0018
TH07   P      0  0.02500 1.00000    1.580 2019-03-19T09:30:05.630000Z    6.24 283.0 KP201903190930        -21.2616  64.0519  -21.3861  64.0644
SKEG   P      1  0.05000 0.50000    1.630 2019-03-19T09:30:05.680000Z    6.50 343.8 KP201903190930        -21.2616  64.0519  -21.2988  64.1079
RE09   P      0  0.02500 1.00000    1.650 2019-03-19T09:30:05.700000Z    6.32 241.4 KP201903190930        -21.2616  64.0519  -21.3750  64.0247
HUML   P      0  0.02500 1.00000    1.630 2019-03-19T09:30:05.680000Z    6.62 269.5 KP201903190930        -21.2616  64.0519  -21.3971  64.0513
GA02   P      0  0.02500 1.00000    1.680 2019-03-19T09:30:05.730000Z    7.11 312.3 KP201903190930        -21.2616  64.0519  -21.3695  64.0948
EDA_   P      1  0.05000 0.50000    1.700 2019-03-19T09:30:05.750000Z    7.10 298.9 KP201903190930        -21.2616  64.0519  -21.3891  64.0826
NESJ   P      0  0.02500 1.00000    1.710 2019-03-19T09:30:05.760000Z    7.21  10.3 KP201903190930        -21.2616  64.0519  -21.2351  64.1155
TH04   P      0  0.02500 1.00000    1.780 2019-03-19T09:30:05.830000Z    7.27 174.6 KP201903190930        -21.2616  64.0519  -21.2477  63.9870
LA24   P      0  0.02500 1.00000    1.810 2019-03-19T09:30:05.860000Z    7.74 231.5 KP201903190930        -21.2616  64.0519  -21.3854  64.0086
GRAF   P      0  0.02500 1.00000    1.960 2019-03-19T09:30:06.010000Z    8.55 360.0 KP201903190930        -21.2616  64.0519  -21.2617  64.1286
GR43   P      1  0.05000 0.50000    1.920 2019-03-19T09:30:05.970000Z    8.76 241.0 KP201903190930        -21.2616  64.0519  -21.4182  64.0137
SVIN   P      1  0.05000 0.50000    2.060 2019-03-19T09:30:06.110000Z    9.21 273.1 KP201903190930        -21.2616  64.0519  -21.4500  64.0562
OL42   P      0  0.02500 1.00000    2.060 2019-03-19T09:30:06.110000Z    9.30  39.3 KP201903190930        -21.2616  64.0519  -21.1406  64.1164
VA41   P      0  0.02500 1.00000    2.240 2019-03-19T09:30:06.290000Z   10.55 286.9 KP201903190930        -21.2616  64.0519  -21.4685  64.0792
BL22   P      2  0.10000 0.25000    2.300 2019-03-19T09:30:06.350000Z   10.53 263.3 KP201903190930        -21.2616  64.0519  -21.4756  64.0407
LH40   P      1  0.05000 0.50000    2.280 2019-03-19T09:30:06.330000Z   10.85 106.5 KP201903190930        -21.2616  64.0519  -21.0489  64.0241
ME05   P      0  0.02500 1.00000    2.270 2019-03-19T09:30:06.320000Z   10.76 226.7 KP201903190930        -21.2616  64.0519  -21.4216  63.9856
BJA_   P      1  0.05000 0.50000    2.550 2019-03-19T09:30:06.600000Z   11.99 189.7 KP201903190930        -21.2616  64.0519  -21.3026  63.9459
KRIS   P      1  0.05000 0.50000    2.630 2019-03-19T09:30:06.680000Z   12.13 255.3 KP201903190930        -21.2616  64.0519  -21.5015  64.0241
LA08   P      0  0.02500 1.00000    2.560 2019-03-19T09:30:06.610000Z   12.09 244.2 KP201903190930        -21.2616  64.0519  -21.4842  64.0046
KA01   P      2  0.10000 0.25000    2.880 2019-03-19T09:30:06.930000Z   14.24 211.6 KP201903190930        -21.2616  64.0519  -21.4136  63.9430
SAN_   P      3  0.20000 0.12500    2.940 2019-03-19T09:30:06.990000Z   15.07 271.9 KP201903190930        -21.2616  64.0519  -21.5701  64.0560
HEI_   P      0  0.02500 1.00000    3.220 2019-03-19T09:30:07.270000Z   16.53   4.3 KP201903190930        -21.2616  64.0519  -21.2360  64.1998
SOL_   P      1  0.05000 0.50000    3.860 2019-03-19T09:30:07.910000Z   20.74 131.2 KP201903190930        -21.2616  64.0519  -20.9436  63.9290
BIT6   S      1  0.05000 0.50000    1.480 2019-03-19T09:30:05.530000Z    0.43 216.8 KP201903190930        -21.2616  64.0519  -21.2669  64.0488
OL26   S      1  0.05000 0.50000    1.450 2019-03-19T09:30:05.500000Z    1.27  14.5 KP201903190930        -21.2616  64.0519  -21.2551  64.0629
LSKA   S      2  0.10000 0.25000    1.830 2019-03-19T09:30:05.880000Z    2.73 222.8 KP201903190930        -21.2616  64.0519  -21.2996  64.0339
INNS   S      1  0.05000 0.50000    2.000 2019-03-19T09:30:06.050000Z    3.67 301.1 KP201903190930        -21.2616  64.0519  -21.3260  64.0689
KOLD   S      2  0.10000 0.25000    2.070 2019-03-19T09:30:06.120000Z    4.29 354.5 KP201903190930        -21.2616  64.0519  -21.2700  64.0902
JA25   S      1  0.05000 0.50000    2.130 2019-03-19T09:30:06.180000Z    4.19 252.2 KP201903190930        -21.2616  64.0519  -21.3433  64.0404
SK10   S      2  0.10000 0.25000    1.790 2019-03-19T09:30:05.840000Z    2.62 259.0 KP201903190930        -21.2616  64.0519  -21.3142  64.0474
NU27   S      3  0.20000 0.12500    2.600 2019-03-19T09:30:06.650000Z    5.61 174.7 KP201903190930        -21.2616  64.0519  -21.2510  64.0018
TH07   S      1  0.05000 0.50000    2.640 2019-03-19T09:30:06.690000Z    6.24 283.0 KP201903190930        -21.2616  64.0519  -21.3861  64.0644
HVH_   S      3  0.20000 0.12500    2.830 2019-03-19T09:30:06.880000Z    5.93 217.5 KP201903190930        -21.2616  64.0519  -21.3354  64.0097
SKEG   S      2  0.10000 0.25000    2.800 2019-03-19T09:30:06.850000Z    6.50 343.8 KP201903190930        -21.2616  64.0519  -21.2988  64.1079
RE09   S      3  0.20000 0.12500    2.720 2019-03-19T09:30:06.770000Z    6.32 241.4 KP201903190930        -21.2616  64.0519  -21.3750  64.0247
HUML   S      2  0.10000 0.25000    2.640 2019-03-19T09:30:06.690000Z    6.62 269.5 KP201903190930        -21.2616  64.0519  -21.3971  64.0513
GA02   S      3  0.20000 0.12500    2.740 2019-03-19T09:30:06.790000Z    7.11 312.3 KP201903190930        -21.2616  64.0519  -21.3695  64.0948
EDA_   S      1  0.05000 0.50000    2.790 2019-03-19T09:30:06.840000Z    7.10 298.9 KP201903190930        -21.2616  64.0519  -21.3891  64.0826
NESJ   S      3  0.20000 0.12500    3.160 2019-03-19T09:30:07.210000Z    7.21  10.3 KP201903190930        -21.2616  64.0519  -21.2351  64.1155
TH04   S      3  0.20000 0.12500    3.150 2019-03-19T09:30:07.200000Z    7.27 174.6 KP201903190930        -21.2616  64.0519  -21.2477  63.9870
LA24   S      3  0.20000 0.12500    3.080 2019-03-19T09:30:07.130000Z    7.74 231.5 KP201903190930        -21.2616  64.0519  -21.3854  64.0086
GRAF   S      3  0.20000 0.12500    3.270 2019-03-19T09:30:07.320000Z    8.55 360.0 KP201903190930        -21.2616  64.0519  -21.2617  64.1286
GR43   S      3  0.20000 0.12500    3.300 2019-03-19T09:30:07.350000Z    8.76 241.0 KP201903190930        -21.2616  64.0519  -21.4182  64.0137
SVIN   S      2  0.10000 0.25000    3.480 2019-03-19T09:30:07.530000Z    9.21 273.1 KP201903190930        -21.2616  64.0519  -21.4500  64.0562
VA41   S      2  0.10000 0.25000    3.840 2019-03-19T09:30:07.890000Z   10.55 286.9 KP201903190930        -21.2616  64.0519  -21.4685  64.0792
BL22   S      3  0.20000 0.12500    3.950 2019-03-19T09:30:08.000000Z   10.53 263.3 KP201903190930        -21.2616  64.0519  -21.4756  64.0407
